movieId,movie_title,genres
7359,Walk Like a Man,Comedy
7360,Dawn of the Dead,Action|Drama|Horror|Thriller
7361,Eternal Sunshine of the Spotless Mind,Drama|Romance|Sci-Fi
7362,Taking Lives,Crime|Drama|Thriller
7364,Intermission,Comedy|Crime|Drama
7366,Jersey Girl,Comedy|Drama|Romance
7367,"Ladykillers, The",Comedy|Crime
7368,Never Die Alone,Crime|Drama|Thriller
7369,Scooby-Doo 2: Monsters Unleashed,Action|Adventure|Children|Comedy|Mystery
7370,A Foreign Affair,Comedy|Drama|Romance
7371,Dogville,Drama|Mystery|Thriller
7372,Ned Kelly,Drama
7373,Hellboy,Action|Adventure|Fantasy|Horror
7374,Home on the Range,Animation|Children|Comedy|Musical|Western
7375,"Prince & Me, The",Comedy|Romance
7376,Walking Tall,Action
7377,"United States of Leland, The",Crime|Drama
7379,The Alamo,Drama|War|Western
7380,Ella Enchanted,Comedy|Fantasy|Romance
7381,"Whole Ten Yards, The",Action|Comedy|Crime
7382,I'm Not Scared (Io non ho paura),Drama|Mystery|Thriller
7383,Shade,Crime|Drama|Thriller
7384,Since Otar Left (Depuis qu'Otar est parti...),Drama
7386,"Ten Commandments, The",Adventure|Drama
7387,Dawn of the Dead,Action|Drama|Horror
7389,One Million Years B.C.,Adventure|Fantasy
7391,"Mother, Jugs & Speed",Comedy
7392,Bandolero!,Western
7393,"Slugger's Wife, The",Comedy|Romance
7394,Those Magnificent Men in Their Flying Machines,Action|Adventure|Comedy
7395,Cheaper by the Dozen,Comedy|Drama
7396,Scenes From a Marriage (Scener ur ett äktenskap),Drama
7401,Mac,Drama
7405,Road to Bali,Comedy|Musical
7406,"Flying Deuces, The",Comedy
7408,Jack and the Beanstalk,Children|Comedy|Fantasy
7410,"Osterman Weekend, The",Action|Thriller
7411,Munchies,Comedy|Horror
7413,Hangman's Curse,Horror|Mystery|Thriller
7414,Going in Style,Comedy|Drama
7415,"Late Show, The",Comedy|Crime|Drama|Mystery
7416,"Sunshine Boys, The",Comedy
7417,Jersey Girl,Comedy|Romance
7418,"American Nightmare, The",Documentary
7419,After Hours,Comedy|Thriller
7420,Viva Las Vegas,Comedy|Musical|Romance
7423,Hitman Hart: Wrestling with Shadows,Documentary
7437,Connie and Carla,Comedy
7438,Kill Bill: Vol. 2,Action|Drama|Thriller
7439,"Punisher, The",Action|Crime|Thriller
7440,Paper Clips,Documentary
7441,"Thousand Clouds of Peace, A (Mil nubes de paz cercan el cielo, amor, jamás acabarás de ser amor)",Drama|Romance
7442,Young Adam,Crime|Drama|Thriller
7444,13 Going on 30,Comedy|Fantasy|Romance
7445,Man on Fire,Action|Crime|Drama|Mystery|Thriller
7446,Clifford's Really Big Movie,Animation|Children
7447,MC5*: A True Testimonial,Documentary
7448,Envy,Comedy
7449,Godsend,Drama|Horror|Thriller
7450,Laws of Attraction,Comedy|Romance
7451,Mean Girls,Comedy
7452,Mickey,Crime|Drama
7453,New York Minute,Action|Adventure|Comedy
7454,Van Helsing,Action|Adventure|Fantasy|Horror
7458,Troy,Action|Adventure|Drama|War
7459,Carandiru,Crime|Drama
7460,Coffee and Cigarettes,Comedy|Drama
7461,"Strayed (égarés, Les)",Drama|Romance
7474,"Boys in the Band, The",Drama
7475,Raid,Action|Crime|Drama|Thriller
7477,Eye See You (D-Tox),Horror|Thriller
7478,Swimming to Cambodia,Drama
7479,Watch on the Rhine,Drama
7480,Under Fire,Drama|Thriller|War
7481,Enemy Mine,Adventure|Drama|Sci-Fi
7482,Enter the Dragon,Action|Crime
7484,Gimme Shelter,Documentary
7485,Good Morning (Ohayô),Comedy
7486,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit),Drama|Romance
7487,Henry & June,Drama
7489,"Nasty Girl, The (schreckliche Mädchen, Das)",Comedy|Drama
7490,At First Sight (Entre Nous) (Coup de foudre),Drama
7491,"Naked Prey, The",Adventure
7492,Martin,Drama|Horror
7493,"Three Faces of Eve, The",Drama
7505,"Kingdom, The (Riget)",Drama|Horror|Mystery
7523,Desperate Hours,Crime|Drama|Thriller
7537,Du côté de la côte,Documentary
7541,100 Girls,Comedy|Romance
7560,Fail-Safe,Drama|Thriller|War
7561,Paperhouse,Fantasy|Horror|Thriller
7562,Dobermann,Action|Crime
7563,"Discovery of Heaven, The",Drama
7564,Kwaidan (Kaidan),Horror
7566,28 Up,Documentary
7569,You Only Live Twice,Action|Adventure|Sci-Fi|Thriller
7570,Octopussy,Action|Adventure|Thriller
7571,"Blue Gardenia, The",Crime|Drama|Film-Noir|Thriller
7572,Wit,Drama
7573,Never Say Never Again,Action|Adventure|Thriller
7574,Maborosi (Maboroshi no hikari),Drama
7577,"Magic Flute, The (Trollflöjten)",Comedy|Fantasy|Musical|Romance
7578,Midnight,Comedy|Romance
7579,Pride and Prejudice,Comedy|Drama|Romance
7581,"Fountainhead, The",Drama
7582,Old Acquaintance,Drama
7583,In This Our Life,Drama
7584,Woman of the Year,Comedy|Romance
7585,Summertime,Drama|Romance
7586,Soldier of Orange (a.k.a. Survival Run) (Soldaat van Oranje),Drama|Thriller|War
7587,"Samouraï, Le (Godson, The)",Crime|Drama|Thriller
7613,White Palace,Drama
7614,Oklahoma!,Musical|Romance|Western
7615,Desert Hearts,Drama
7616,Body Double,Mystery|Thriller
7617,Rooster Cogburn,Comedy|Western
7618,Chaplin,Drama
7619,"Miracle Worker, The",Drama
7620,Monster in a Box,Comedy|Drama
7624,School Ties,Drama
7625,Girl,Drama
7626,Switch,Comedy|Crime|Fantasy
7636,Raising Cain,Horror|Thriller
7637,Irma Vep,Comedy|Drama
7638,Buck Privates,Comedy|Musical
7644,Divorce Iranian Style,Documentary
7646,Rose Red,Horror|Mystery|Thriller
7647,Noises Off...,Comedy
7657,Versus,Action|Comedy|Fantasy|Horror
7669,Pride and Prejudice,Drama|Romance
7675,"Canterville Ghost, The",Comedy|Fantasy
7698,"China Syndrome, The",Drama|Thriller
7699,Who the Hell Is Juliette? (¿Quién diablos es Juliette?),Documentary
7700,"Wages of Fear, The (Salaire de la peur, Le)",Action|Adventure|Drama|Thriller
7701,Look Who's Talking Too,Comedy|Romance
7702,"Bells of St. Mary's, The",Drama
7703,You Light Up My Life,Drama|Romance
7704,"Delta Force, The",Action
7705,Pat and Mike,Comedy|Romance
7706,Animal Crackers,Comedy|Musical
7707,"He Said, She Said",Comedy|Drama|Romance
7708,Bedazzled,Comedy|Fantasy
7713,Cat People,Drama|Horror|Romance|Thriller
7714,Camelot,Drama|Musical|Romance
7716,"Lonely Guy, The",Comedy
7719,"Comedy of Terrors, The",Comedy|Horror
7720,"Four Musketeers, The",Action|Adventure|Comedy|Romance
7724,Steel Dawn,Action|Sci-Fi
7725,On Deadly Ground,Action|Adventure|Thriller
7726,Boy Meets Girl,Comedy|Romance
7727,Protocol,Comedy
7728,"Postman Always Rings Twice, The",Crime|Drama|Film-Noir|Thriller
7730,Matinee,Comedy|Drama
7739,Virtual Sexuality,Comedy|Drama
7742,Baxter,Drama|Horror
7743,Explorers,Adventure|Children|Sci-Fi
7745,"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte)",Drama
7748,Pierrot le fou,Crime|Drama
7749,Weekend (a.k.a. Le Week-end) (Week End),Drama
7750,"Hundred and One Nights, A (Cent et une nuits de Simon Cinéma, Les)",Comedy
7752,Seven Girlfriends,Comedy|Romance
7756,Alexander Nevsky (Aleksandr Nevskiy),Action|Drama|War
7757,Jason and the Argonauts,Action|Adventure|Fantasy
7759,Nostalghia,Drama
7761,"Soft Skin, The (La peau douce)",Drama
7763,Winter Sleepers (Winterschläfer),Drama|Romance
7764,"Driller Killer, The",Drama|Horror
7766,Throne of Blood (Kumonosu jô),Action|Drama|Thriller|War
7767,"Best of Youth, The (La meglio gioventù)",Drama
7770,Treasure Island,Adventure
7771,Zorba the Greek (Alexis Zorbas),Adventure|Drama
7773,"Bang, Bang, You're Dead",Drama
7774,My Side of the Mountain,Adventure|Children
7775,"Thin Blue Lie, The",Drama
7781,Twister,Comedy
7782,Sniper,Action|Drama
7784,Ghost in the Machine,Horror|Sci-Fi|Thriller
7785,"Time for Drunken Horses, A (Zamani barayé masti asbha)",Drama
7786,Genghis Blues,Documentary
7787,To Hell and Back,Action|Drama|War
7789,"11'09""01 - September 11",Drama
7791,Internal Affairs,Crime|Thriller
7792,"Parallax View, The",Thriller
7802,"Warriors, The",Action|Adventure|Crime|Thriller
7809,Ambush (Rukajärven tie),Drama|Romance|War
7813,FM,Drama
7815,True Stories,Comedy|Musical
7817,Zardoz,Fantasy|Sci-Fi
7820,"Virgin Spring, The (Jungfrukällan)",Crime|Drama
7821,Ice-Cold in Alex,Adventure|Drama|War
7822,Mogambo,Adventure|Drama|Romance
7826,"Secret Life of Walter Mitty, The",Comedy|Romance|Thriller
7827,Cypher,Action|Sci-Fi|Thriller
7828,"Rack, The",Drama|War
7831,Another Thin Man,Comedy|Crime|Drama|Mystery|Romance
7832,"Thin Man Goes Home, The",Comedy|Crime|Mystery
7833,Shadow of the Thin Man,Comedy|Crime|Mystery
7834,After the Thin Man,Comedy|Crime|Mystery|Romance
7835,Song of the Thin Man,Comedy|Crime|Drama|Musical|Mystery|Romance
7836,Woodstock,Documentary|Musical
7840,Gunga Din,Adventure|Comedy|War
7842,Dune,Drama|Fantasy|Sci-Fi
7844,"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk)",Action|Comedy
7845,Tremors II: Aftershocks,Comedy|Horror|Sci-Fi
7846,Tremors 3: Back to Perfection,Comedy|Horror|Sci-Fi
7878,Straight to Hell,Comedy|Crime|Western
7879,Notorious C.H.O.,Comedy
7881,White Zombie,Horror
7883,I Walked with a Zombie,Drama|Horror
7884,Highway 61,Comedy
7885,"Vampire Lovers, The",Horror
7888,How to Succeed in Business Without Really Trying,Comedy|Musical
7889,Pat Garrett and Billy the Kid,Western
7890,The Left Handed Gun,Crime|Drama|Western
7891,"Last Man on Earth, The (Ultimo uomo della Terra, L')",Drama|Horror|Sci-Fi
7892,"Street Fighter, The (Gekitotsu! Satsujin ken)",Action
7894,"Duck, You Sucker",Action|Western
7895,Bring Me the Head of Alfredo Garcia,Crime|Drama|Thriller
7896,Ride the High Country,Adventure|Drama|Western
7897,"Ballad of Cable Hogue, The",Comedy|Western
7898,Junior Bonner,Comedy|Drama|Western
7899,Master of the Flying Guillotine (Du bi quan wang da po xue di zi),Action
7900,Frankenstein Must Be Destroyed,Drama|Horror|Sci-Fi
7901,"Haunted Palace, The",Horror
7914,Berlin: Symphony of a Great City (Berlin: Die Sinfonie der Großstadt),Documentary
7915,Samurai Fiction (SF: Episode One),Action|Adventure|Comedy
7916,Gidget,Comedy
7918,"Indian Runner, The",Drama
7919,Drunken Angel (Yoidore tenshi),Drama|Film-Noir
7920,Desperate Living,Comedy|Crime
7922,"Valachi Papers,The",Crime|Drama
7923,Rolling Thunder,Action|Drama
7924,Stray Dog (Nora inu),Drama|Film-Noir|Thriller
7925,"Hidden Fortress, The (Kakushi-toride no san-akunin)",Action|Adventure
7926,High and Low (Tengoku to jigoku),Crime|Drama|Film-Noir|Thriller
7928,After the Rehearsal (Efter repetitionen),Drama
7930,"People Under the Stairs, The",Horror|Mystery|Thriller
7931,My New Gun,Comedy
7932,Dark Days,Documentary
7933,"Night in Casablanca, A",Comedy
7934,Zelig,Comedy
7936,Shame (Skammen),Drama|War
7937,"Silence, The (Tystnaden)",Drama
7938,Winter Light (Nattvardsgästerna),Drama
7939,Through a Glass Darkly (Såsom i en spegel),Drama
7940,The Magician,Drama
7941,Smiles of a Summer Night (Sommarnattens leende),Comedy|Romance
7942,Summer with Monika (Sommaren med Monika),Drama|Romance
7943,"Killers, The",Crime|Film-Noir
7944,"Night of the Iguana, The",Drama|Thriller
7947,Under the Volcano,Drama
7948,Wise Blood,Comedy|Drama
7949,"Yakuza, The",Drama
7951,Nightbreed,Fantasy|Horror
7952,Beyond the Door II (Schock) (Shock) (Suspense),Horror
7954,"Baron Blood (Orrori del castello di Norimberga, Gli)",Horror
7976,Ken Park,Drama
7979,Monterey Pop,Documentary|Musical
7980,"Bridge Too Far, A",Action|Drama|War
7981,Infernal Affairs (Mou gaan dou),Crime|Drama|Thriller
7982,"Tale of Two Sisters, A (Janghwa, Hongryeon)",Drama|Horror|Mystery|Thriller
7983,Broadway Danny Rose,Comedy
7984,From Beyond,Horror|Sci-Fi
7985,The Wonderful Ice Cream Suit,Children|Comedy|Fantasy
7986,Robot Jox,Sci-Fi
7987,Dolls,Horror
7988,Space Truckers,Comedy|Sci-Fi
7990,Rock 'N' Roll High School,Comedy|Musical
7991,Death Race 2000,Action|Sci-Fi
7993,"Bucket Of Blood, A",Comedy|Horror
7994,"Premature Burial, The",Horror
7995,"Wild Angels, The",Action|Drama
8003,Bedlam,Drama|Horror
8004,Planet of the Vampires (Terrore nello spazio),Horror|Sci-Fi
8007,Pure Country,Drama|Musical|Romance
8008,Brigadoon,Fantasy|Musical|Romance
8010,"Power of One, The",Drama
8011,"Weather Underground, The",Documentary
8012,Kikujiro (Kikujirô no natsu),Comedy|Drama
8013,I'm with Lucy,Comedy|Romance
8014,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom)",Drama
8015,"Phantom Tollbooth, The",Adventure|Animation|Children|Fantasy
8016,"Getaway, The",Action|Crime|Drama|Thriller
8017,10 Rillington Place,Crime|Drama|Thriller
8019,Dark Water (Honogurai mizu no soko kara),Drama|Horror|Mystery|Thriller
8024,"Thing Called Love, The",Comedy|Drama|Romance
8025,The Thief,Drama
8033,How to Steal a Million,Comedy|Crime|Romance
8035,"Stendhal Syndrome, The (Sindrome di Stendhal, La)",Crime|Horror|Thriller
8039,Support Your Local Sheriff!,Comedy|Western
8040,Brain Donors,Comedy
8042,Mean Streets,Crime|Drama
8044,I Am a Fugitive from a Chain Gang,Crime|Drama|Film-Noir
8045,Hamburger Hill,Action|Drama|War
8055,"Last Broadcast, The",Horror|Mystery|Thriller
8056,Harper,Crime|Drama|Mystery
8057,Sweet Bird of Youth,Drama
8062,Dahmer,Drama|Horror|Thriller
8063,Paradise,Drama
8068,Sundays and Cybele (Les dimanches de Ville d'Avray),Drama
8069,Comes a Horseman,Drama|Romance|Western
8092,Frankenstein Unbound,Drama|Horror|Sci-Fi
8094,Bad Day at Black Rock,Drama|Thriller|Western
8117,In China They Eat Dogs (I Kina spiser de hunde),Action|Comedy
8118,Delta Force 2 (Delta Force 2: The Colombian Connection),Action|Adventure|Thriller|War
8119,Crossroads,Drama
8121,"Seducing Doctor Lewis (Grande séduction, La)",Comedy
8122,City Limits,Action|Sci-Fi
8123,Sammy and Rosie Get Laid,Comedy|Drama
8124,Leaving Normal,Comedy|Drama
8125,Sunrise: A Song of Two Humans,Drama|Romance
8126,Shock Corridor,Drama
8127,"First $20 Million Is Always the Hardest, The",Comedy
8128,Au revoir les enfants,Drama
8129,Sex: The Annabel Chong Story,Documentary
8132,Gladiator,Action|Drama
8133,"Inheritance, The (Arven)",Drama
8134,Wonderful Days (a.k.a. Sky Blue),Animation|Sci-Fi
8137,"Wasp Woman, The",Horror|Sci-Fi
8138,Attack of the Giant Leeches,Horror|Sci-Fi
8139,Deranged,Horror|Thriller
8140,The Cruel Sea,Drama|War
8142,Dead or Alive: Hanzaisha,Action|Crime
8143,Lola Montès,Drama
8147,Charly,Drama|Sci-Fi
8153,Lust for Life,Drama
8154,"Dolce Vita, La",Drama
8157,Jin Roh: The Wolf Brigade (Jin-Rô),Animation|Fantasy|Thriller
8158,Rush,Crime|Drama
8167,Captain Blood,Action|Adventure|Romance
8168,"Lift, De",Horror|Thriller
8169,*batteries not included,Children|Comedy|Fantasy|Sci-Fi
8183,Educating Rita,Comedy|Drama
8188,Sansho the Bailiff (Sanshô dayû),Drama
8189,Zazie dans le métro,Comedy
8190,"Americanization of Emily, The",Comedy|Drama|War
8191,Anne of the Thousand Days,Drama
8194,Baby Doll,Drama
8195,"Avventura, L' (Adventure, The)",Drama|Mystery|Romance
8196,Beyond the Valley of the Dolls,Comedy|Horror
8197,Hiroshima Mon Amour,Drama|Romance|War
8198,"1000 Eyes of Dr. Mabuse, The (Die 1000 Augen des Dr. Mabuse)",Crime|Horror|Mystery|Thriller
8199,Ugetsu (Ugetsu monogatari),Drama|Thriller
8206,Mystery of the Wax Museum,Horror
8207,"Day of the Jackal, The",Crime|Thriller
8208,"Razor's Edge, The",Drama
8220,"Walking Dead, The",Crime|Horror|Sci-Fi
8225,Night of the Living Dead,Horror
8227,Drums Along the Mohawk,Adventure|War|Western
8228,"Maltese Falcon, The (a.k.a. Dangerous Female)",Mystery
8232,I Love You Again,Comedy|Drama
8235,Safety Last!,Action|Comedy|Romance
8237,"Way Ahead, The (a.k.a. The Immortal Battalion)",Drama|War
8239,Viridiana,Comedy|Drama
8241,Masterminds,Action|Comedy|Thriller
8252,You're a Big Boy Now,Comedy|Drama
8253,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro),Action|Adventure|Animation|Comedy|Crime|Mystery
8254,Arizona Dream,Comedy|Drama|Fantasy|Romance
8256,Queen Christina,Drama|Romance
8258,Citizen Toxie: The Toxic Avenger IV,Action|Comedy|Horror
8259,Hooper,Action|Comedy
8260,"Crazy Stranger, The (Gadjo Dilo)",Comedy|Drama
8261,3 Women (Three Women),Drama
8262,"Green Pastures, The",Drama
8264,Grey Gardens,Documentary
8265,Frogs,Drama|Horror|Mystery|Thriller
8266,Purple Rain,Drama|Musical
8267,Signs of Life (Lebenszeichen),Drama
8268,Point of No Return,Action|Thriller
8269,Short Time,Comedy
8270,"Hairdresser's Husband, The (Le mari de la coiffeuse)",Comedy|Drama|Romance
8272,Cromwell,Drama
8273,"Tale of Ham and Passion, A (Jamón, Jamón)",Comedy|Drama|Romance
8275,College,Comedy
8290,Mitchell,Action|Crime
8291,Agatha Christie's 'Ten Little Indians' (Ten Little Indians) (And Then There Were None),Mystery
8292,Hakuchi,Crime|Drama|Romance
8294,"Swan, The",Comedy|Drama|Romance
8295,"Most Dangerous Game, The",Adventure|Mystery|Thriller
8302,"Front Page, The",Comedy|Drama|Romance
8327,Dolls,Drama|Romance
8330,Our Man in Havana,Comedy|Drama|Thriller
8332,Sunday Bloody Sunday,Drama
8334,"Cowboys, The",Western
8335,Make Way for Tomorrow,Drama
8336,"Major and the Minor, The",Comedy|Romance
8337,"Caine Mutiny, The",Drama|War
8338,Black Narcissus,Drama
8339,Damn the Defiant! (H.M.S. Defiant),Adventure|Drama
8340,Escape from Alcatraz,Drama|Thriller
8341,Oliver Twist,Adventure|Crime|Drama
8360,Shrek 2,Adventure|Animation|Children|Comedy|Musical|Romance
8361,"Day After Tomorrow, The",Action|Adventure|Drama|Sci-Fi|Thriller
8362,Raising Helen,Comedy|Drama|Romance
8363,Soul Plane,Comedy
8364,Baadasssss! (How to Get the Man's Foot Outta Your Ass),Drama
8365,"Mother, The",Drama
8366,Saved!,Comedy|Drama
8367,"Time of the Wolf, The (Le temps du loup)",Drama
8368,Harry Potter and the Prisoner of Azkaban,Adventure|Fantasy|IMAX
8369,Mindhunters,Action|Crime|Horror|Mystery|Thriller
8370,"Blind Swordsman: Zatoichi, The (Zatôichi)",Action|Comedy|Crime|Drama
8371,"Chronicles of Riddick, The",Action|Sci-Fi|Thriller
8372,Garfield: The Movie,Animation|Children|Comedy
8373,"Stepford Wives, The",Comedy|Fantasy|Thriller
8374,Bright Future (Akarui mirai),Drama
8375,"Hunting of the President, The",Documentary
8376,Napoleon Dynamite,Comedy
8377,City of Joy,Drama
8378,"Doctor, The",Drama
8379,"Dresser, The",Drama
8380,Father Hood,Comedy
8381,For Me and My Gal,Drama|Musical|Romance
8382,Hello Again,Comedy
8383,Hope Springs,Comedy|Romance
8384,Love Finds Andy Hardy,Comedy|Romance
8385,Lover Come Back,Comedy|Romance
8387,Police Academy: Mission to Moscow,Comedy|Crime
8391,Big Wednesday,Comedy|Drama
8393,Give My Regards to Broad Street,Drama|Musical
8394,"Hi-Line, The",Drama
8395,"Last of Sheila, The",Crime|Mystery|Thriller
8397,"Playboys, The",Drama|Romance
8398,Star!,Musical
8400,Wish You Were Here,Comedy|Drama
8401,"Adventures of Sherlock Holmes, The",Crime|Mystery|Thriller
8404,"Hound of the Baskervilles, The",Crime|Mystery|Thriller
8405,Hour of the Wolf (Vargtimmen),Drama|Horror
8407,"Molly Maguires, The",Drama
8410,Suddenly,Crime|Drama|Film-Noir
8421,Dying of Laughter (Muertos de Risa),Comedy
8422,Kings Row,Drama|Romance
8423,"Kid Brother, The",Children|Comedy|Romance
8425,Meet the Applegates,Comedy
8426,Robot Carnival (Roboto kânibauru),Animation|Comedy|Drama|Fantasy|Sci-Fi
8444,"Chipmunk Adventure, The",Adventure|Animation|Children|Comedy|Fantasy|Musical
8447,This Island Earth,Sci-Fi
8448,ComDads (les Compères),Comedy|Crime
8451,Blackboard Jungle,Drama
8452,Moment by Moment,Drama|Romance
8453,It Had to Be You,Comedy|Romance
8454,Luna Papa,Comedy|Drama|Fantasy
8455,"Long Way Home, The",Documentary
8458,To Each His Own,Drama
8459,"Heiress, The",Drama|Romance
8460,State Fair,Musical|Romance
8461,Dragon Seed,Drama|War
8463,Johnny Belinda,Drama
8464,Super Size Me,Comedy|Documentary|Drama
8469,None But the Lonely Heart,Drama|Romance
8477,"Jetée, La",Romance|Sci-Fi
8480,"King of Kings, The",Drama
8481,Northwest Passage,Action|Adventure|Drama|Romance|Thriller|Western
8482,"Picture of Dorian Gray, The",Drama|Fantasy|Horror
8484,"Human Condition I, The (Ningen no joken I)",Drama|War
8485,Samsara,Adventure|Drama|Romance
8486,Bachelor Mother,Comedy|Romance
8487,Please Don't Eat the Daisies,Children|Comedy|Musical
8491,White Heat,Crime|Drama|Film-Noir
8492,"Christmas Carol, A (Scrooge)",Drama|Fantasy
8493,Memphis Belle,Action|Drama|War
8494,"Cincinnati Kid, The",Drama
8495,Animal Factory,Crime|Drama
8496,"Panic in Needle Park, The",Drama|Romance
8499,Pretty Baby,Drama
8500,Godzilla vs. Mechagodzilla (Gojira tai Mekagojira),Action|Horror|Sci-Fi
8501,"Hitcher, The",Action|Thriller
8502,Show Boat,Drama|Musical|Romance
8503,Ivanhoe,Adventure|Drama|Romance
8505,"Eel, The (Unagi)",Drama|Romance
8506,Fear X,Mystery|Thriller
8507,Freaks,Crime|Drama|Horror
8511,"Immigrant, The",Comedy
8512,Silent Movie,Comedy
8516,"Matter of Life and Death, A (Stairway to Heaven)",Drama|Fantasy|Romance
8518,Anna Christie,Drama
8520,Deep Cover,Action|Crime|Thriller
8521,Dr. Jekyll and Mr. Hyde,Drama|Horror
8522,My Little Chickadee,Comedy|Western
8525,"Ugly Dachshund, The",Children|Comedy
8526,Around the World in 80 Days,Adventure|Children|Comedy
8527,I'll Sleep When I'm Dead,Crime|Drama
8528,Dodgeball: A True Underdog Story,Comedy
8529,"Terminal, The",Comedy|Drama|Romance
8530,Dear Frankie,Drama|Romance
8531,White Chicks,Action|Comedy|Crime
8532,"Door in the Floor, The",Drama
8533,"Notebook, The",Drama|Romance
8534,Two Brothers (Deux frères),Adventure|Children|Drama
8535,De-Lovely,Drama|Musical
8542,"Day at the Races, A",Comedy|Musical
8544,"Now You See Him, Now You Don't",Comedy|Sci-Fi
8571,Bob & Carol & Ted & Alice,Comedy|Drama
8572,"Littlest Rebel, The",Children|Drama
8573,Reconstruction,Drama|Romance
8574,"Claymation Christmas Celebration, A",Animation|Children|Comedy|Musical
8576,Kopps,Action|Comedy
8577,Comandante,Documentary
8578,Undead,Action|Comedy|Horror|Sci-Fi
8581,Pirates of Silicon Valley,Documentary|Drama
8582,Manufacturing Consent: Noam Chomsky and the Media,Documentary|War
8583,"Clock, The",Adventure|Drama|Romance
8584,Leave Her to Heaven,Drama|Film-Noir
8585,Rapa Nui,Action|Adventure|Drama|Romance
8589,Winter War (Talvisota),Drama|War
8591,"Philadelphia Experiment, The",Adventure|Drama|Sci-Fi
8593,Juice,Action|Crime|Drama|Thriller
8595,"Flim-Flam Man, The",Action|Adventure|Comedy
8596,Revenge of the Pink Panther,Comedy|Crime
8597,Riders,Action|Crime|Thriller
8600,Angels with Dirty Faces,Crime|Drama|Film-Noir|Thriller
8601,Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège),Comedy|Drama
8602,Shadows,Drama
8603,Coming Out,Drama
8604,Taxi,Action|Comedy
8605,Taxi 3,Action|Comedy
8606,Pull My Daisy,Comedy|Drama
8607,Tokyo Godfathers,Adventure|Animation|Drama
8608,"Butcher, The (Boucher, Le)",Drama|Thriller
8609,Our Hospitality,Comedy
8610,All of Me,Comedy|Fantasy
8611,"Farmer's Daughter, The",Comedy
8612,Lassie Come Home,Adventure|Children|Drama
8613,"Time of Your Life, The",Comedy|Drama
8614,Overboard,Comedy|Romance
8616,By the Light of the Silvery Moon,Children|Musical|Romance
8617,Butterfield 8,Drama
8618,Johnny Guitar,Drama|Western
8620,"Exterminating Angel, The (Ángel exterminador, El)",Comedy|Drama|Fantasy|Mystery
8622,Fahrenheit 9/11,Documentary
8623,Roxanne,Comedy|Romance
8625,"Same River Twice, The",Documentary
8626,Dr. Terror's House of Horrors,Horror|Sci-Fi
8629,"Book of Life, The",Comedy|Fantasy
8631,Hard Times,Action|Drama
8632,Secret Society,Comedy
8633,"Last Starfighter, The",Action|Adventure|Comedy|Sci-Fi
8634,Tank,Action|Comedy|Drama
8636,Spider-Man 2,Action|Adventure|Sci-Fi|IMAX
8638,Before Sunset,Drama|Romance
8639,"Clearing, The",Drama|Thriller
8640,King Arthur,Action|Adventure|Drama|War
8641,Anchorman: The Legend of Ron Burgundy,Comedy
8642,Sleepover,Comedy
8643,"Cinderella Story, A",Comedy|Romance
8644,"I, Robot",Action|Adventure|Sci-Fi|Thriller
8645,"Maria Full of Grace (Maria, Llena eres de gracia)",Crime|Drama
8647,Follow That Dream,Comedy|Musical
8649,Gray Lady Down,Drama|Thriller
8650,Long Day's Journey Into Night,Drama
8651,Man of La Mancha,Adventure|Comedy|Musical
8653,Posse,Western
8655,Rustlers' Rhapsody,Comedy|Western
8656,"Short Film About Killing, A (Krótki film o zabijaniu)",Crime|Drama
8658,Zandalee,Drama|Thriller
8661,How the West Was Won,Adventure|Drama|Western
8662,Joan of Arc,Action|Drama|War
8664,Mr. Klein (Monsieur Klein),Drama
8665,"Bourne Supremacy, The",Action|Crime|Thriller
8666,Catwoman,Action|Crime|Fantasy
8667,A Home at the End of the World,Drama|Romance
8668,Some Girl,Comedy|Drama
8669,Stay Hungry,Comedy|Drama
8670,"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse)",Crime|Horror|Mystery|Thriller
8672,Battle Hymn,Drama
8674,Disco Pigs,Drama
8675,"Enemy Below, The",Action|Drama|War
8676,Fist of the North Star,Action|Thriller
8678,Guns of the Magnificent Seven,Action|Adventure|Drama|Western
8679,"Hunters, The",Drama|War
8680,In a Glass Cage (Tras el cristal),Drama|Horror
8681,Lancelot of the Lake (Lancelot du Lac),Drama|War
8684,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut)",Adventure|Drama
8685,"Miracle of Marcelino, The (Marcelino pan y vino)",Comedy|Drama
8689,"Shock to the System, A",Comedy|Crime|Thriller
8690,Slaughterhouse-Five,Comedy|Drama|Sci-Fi|War
8692,Wake Island,Drama|War
8693,What Price Glory,Drama|War
8694,You Were Never Lovelier,Comedy|Musical|Romance
8695,"Bachelor and the Bobby-Soxer, The",Comedy
8696,Breezy,Drama|Romance
8697,"City of No Limits, The (la ciudad sin límites, En)",Drama|Thriller
8698,"Comfort of Strangers, The",Drama
